,0
893,"['face', 'cream', 've', 'always', 'used', 'cerave']"
894,"['end', 'face', 'cream']"
895,"['worth', 'it', 'it', 'feel', 'luxurious', 'my', 'skin']"
896,"['cerave', 'wow', 'this', 'is', 'so', 'worth', 'it', 'it']"
897,"['my', 'skin', 'feel', 'hydrated', 'absolutely', 'no', 'irritation']"
898,"['higher', 'end']"
899,"['continue', 'to', 'repurchase']"
900,"['it', 'work', 'fine', 'a', 'moisturizer', 'on', 'my', 'arm']"
901,"['doesn', 'work', 'well', 'for', 'my', 'skin', 'it', 'burn']"
902,"['other', 'face', 'moisturizers']"
903,"['the', 'price', 'for', '6oz', 'of', 'product', 'unfortunately', 'it']"
904,"['skincare', 'routine', 'and', 'pill', 'when']"
905,"['burn', 'when', 'put', 'it', 'on', 'after', 'my', 'skincare']"
906,"['for', 'my', 'skin', 'it']"
907,"['of', 'product', 'unfortunately', 'it', 'doesn', 'work', 'well', 'for']"
908,"['makeup', 'my', 'other', 'face']"
909,"['when', 'found', 'this']"
910,"['love', 'this', 'face', 'cream', 'tried', 'kiehls', 'for', 'few']"
911,"['serum', 'and', 'my', 'makeup', 'look', 'beautiful', 'have', 'sensitive']"
912,"['repair', 'cream', 'in', 'hope', 'that', 'it', 'would', 'help']"
913,"['people', 'triple', 'peptide', 'cactus', 'hydrating', 'firming', 'oasis', 'serum']"
914,"['combo', 'skin', 'and', 've', 'had', 'no', 'bad']"
915,"['redness', 'and', 'capillary', 'on', 'my']"
916,"['purchasing', 'this', 'ultra', 'repair']"
917,"['no', 'bad', 'reaction', 'to']"
918,"['the', 'scent']"
919,"['difference', 'normally', 'wear', 'this', 'over', 'youth', 'to', 'the']"
920,"['dry', 'and', 'sensitive', 'skin', 'this', 'moisturizer', 'is', 'very']"
921,"['sensitive', 'skin', 'this', 'moisturizer', 'is', 'very', 'hydrating']"
922,"['opinion', 'before', 'used', 'this', 'used', 'kiehls', 'moisturizer']"
923,"['moisturizer', 'is', 'very', 'hydrating', 'and', 'the', 'price', 'for']"
924,"['personally', 'have', 'dry', 'and', 'sensitive', 'skin']"
925,"['kiehls', 'moisturizer', 'and', 'would', 'say', 'the', 'two']"
926,"['would', 'say', 'the', 'two', 'are', 'similar', 'in', 'hydrating']"
927,"['personally', 'have', 'dry', 'and']"
928,"['opinion', 'before', 'used', 'this', 'used', 'kiehls']"
929,"['consistency', 'compared']"
930,"['fancier', 'moisturizers', 'with', 'prettier', 'packaging', 'but', 'keep']"
931,"['dry', 'oily', 'skin', 'area', 'are', 'much', 'more', 'balanced']"
932,"['keep', 'my', 'skin', 'calm', 'and', 'well', 'hydrated']"
933,"['sensitivity', 'feel', 'that', 'my', 'dry']"
934,"['aging', 'combination', 'skin', 'that', 'prone', 'to', 'redness', 'and']"
935,"['it', 'work', 'so', 'beautifully', 'for', 'my', 'aging']"
936,"['combination', 'skin']"
937,"['when', 'using', 'this', 'product', 'and']"
938,"['redness', 'and', 'sensitivity']"
939,"['can', 'really', 'ask', 'for', 'more', 'than']"
940,"['good', 'moisturizer', 'maybe', 'littler', 'bit', 'basic']"
941,"['much', 'for', 'oily', 'skin', 'for', 'all', 'other', 'skin']"
942,"['good', 'moisturizer']"
943,"['oily', 'skin', 'for', 'all', 'other', 'skin', 'type', 'it']"
944,"['skin', 'type', 'it', 'should', 'be', 'good']"
945,"['pretty', 'good', 'may', 'be', 'too', 'much', 'for', 'oily']"
946,"['amount', 'that', 'you', 'get', 'is', 'pretty', 'good']"
947,"['should', 'be', 'good']"
948,"['the', 'price', 'but', 'the']"
949,"['that', 'you']"
950,"['feel', 'so', 'different', 'it', 'doe', 'hydrate', 'the', 'skin']"
951,"['small', 'cooling', 'sensation', 'almost']"
952,"['sale', 'it', 'doesn', 'feel', 'the', 'same', 'it', 'feel']"
953,"['hydrate', 'the', 'skin', 'which', 'is', 'good', 'but', 'there']"
954,"['skin', 'which', 'is', 'good']"
955,"['ve', 'used', 'this', 'before', 'about', 'year', 'or']"
956,"['it', 'just', 'but', 'this', 'again', 'during', 'the', 'sale']"
957,"['different', 'it', 'doe']"
958,"['absolutely', 'loved', 'it']"
959,"['which', 'is', 'good', 'but', 'there', 'like', 'very']"
960,"['hydrating', 'but', 'definitely', 'not', 'for', 'acne', 'prone', 'skin']"
961,"['but', 'definitely', 'not', 'for', 'acne', 'prone', 'skin']"
962,"['made', 'me', 'breakout', 'sooo', 'bad', 'haven', 'broken', 'out']"
963,"['acne', 'prone']"
964,"['broken', 'out', 'in', 'year', 'very', 'hydrating', 'but', 'definitely']"
965,"['for', 'acne']"
966,"['bought', 'bc', 'heard', 'so', 'many', 'good']"
967,"['definitely', 'not', 'for']"
968,"['thing', 'but', 'made']"
969,"['in', 'year']"
970,"['acne', 'prone', 'skin', 'that', 'oily', 'dry', 'combination', 'use']"
971,"['love', 'it', 'have', 'acne', 'prone', 'skin', 'that', 'oily']"
972,"['year', 'now', 'and', 'love', 'it', 'have', 'acne']"
973,"['dry', 'spot', 'anymore', 'love', 'it']"
974,"['it', 'doesn', 'feel', 'greasy', 'and', 'don', 'have']"
975,"['that', 'oily', 'dry', 'combination', 'use', 'this', 'after']"
976,"['use', 'this', 'after', 'washing', 'my', 'face']"
977,"['using', 'this', 'for', 'year']"
978,"['morning', 'and', 'at', 'night']"
979,"['at', 'least']"
980,"['dry', 'unfortunately', 'cannot', 'use', 'it', 'on', 'my', 'face']"
981,"['use', 'it', 'on', 'my', 'face', 'although', 'it', 'is']"
982,"['is', 'very', 'moisturizing', 'it', 'made', 'my', 'entire', 'face']"
983,"['got', 'this', 'for', 'my', 'face', 'bc', 'my', 'skin']"
984,"['to', 'use', 'it', 'the', 'rest', 'of', 'my', 'skin']"
985,"['skin', 'a', 'it', 'is', 'very', 'moisturizer']"
986,"['my', 'face', 'bc', 'my', 'skin', 'is', 'super']"
987,"['face', 'break', 'out', 'and']"
988,"['cannot', 'use', 'it', 'on', 'my']"
989,"['time', 'that', 'happened', 'will', 'however', 'continue', 'to', 'use']"
990,"['this', 'product', 'is', 'amazing', 'on', 'face', 'and', 'body']"
991,"['is', 'horribly', 'dry', 'this', 'help', 'keep', 'my', 'skin']"
992,"['keep', 'my', 'skin', 'hydrated', 'without', 'making', 'me', 'oily']"
993,"['this', 'help', 'keep', 'my', 'skin', 'hydrated', 'without', 'making']"
994,"['help', 'keep', 'my', 'skin']"
995,"['desert', 'so', 'my', 'skin', 'is', 'horribly']"
996,"['skin', 'is']"
997,"['this', 'product']"
998,"['body', 'live', 'in', 'the', 'desert']"
999,"['is', 'amazing']"
1000,"['cerave', 'moisturizing', 'cream', 'but', 'said', 'he', 'love', 'this']"
1001,"['skincare', 'routine', 'with', 'toner', 'he', 'wa', 'using', 'cerave']"
1002,"['moisturizing', 'cream', 'way', 'better', 'because', 'it', 'not', 'sticky']"
1003,"['bought', 'this', 'moisturizer', 'for']"
1004,"['sticky', 'like', 'the', 'cerave', 'also', 'have', 'sensitive', 'skin']"
1005,"['routine', 'with', 'toner']"
1006,"['have', 'sensitive', 'skin', 'and', 'when', 'my', 'skin', 'feel']"
1007,"['better', 'because', 'it', 'not', 'sticky']"
1008,"['use', 'in', 'replacement', 'of', 'my', 'night']"
1009,"['boyfriend', 'to', 'start', 'his', 'first', 'simple']"
1010,"['hand', 'down', 'my', 'favorite', 'moisturizer', 'nothing', 'sink', 'in']"
1011,"['hand', 'down', 'my', 'favorite', 'moisturizer']"
1012,"['favorite', 'moisturizer', 'nothing', 'sink', 'in', 'a', 'fast', 'one']"
1013,"['my', 'favorite', 'moisturizer']"
1014,"['moisturizer', 'nothing', 'sink', 'in', 'a', 'fast', 'one', 'star']"
1015,"['tub', 'instead']"
1016,"['fast', 'one', 'star', 'deducted', 'because', 'received', 'two', 'tub']"
1017,"['sink', 'in']"
1018,"['hand', 'down']"
1019,"['in', 'a', 'fast']"
1020,"['daily', 'use', 'it', 'very', 'thick', 'feeling']"
1021,"['use', 'a', 'face', 'moisturizer', 'but', 'with', 'normal']"
1022,"['face', 'moisturizer', 'but', 'with', 'normal', 'sensitive', 'skin']"
1023,"['bought', 'this', 'to', 'use', 'a', 'face', 'moisturizer']"
1024,"['daily', 'use']"
1025,"['skin', 'this', 'feel', 'like', 'little', 'too', 'much', 'for']"
1026,"['work', 'well', 'but', 'would', 'not', 'recommended', 'for', 'daily']"
1027,"['too', 'much', 'for', 'daily']"
1028,"['a', 'face']"
1029,"['said', 'it']"
1030,"['smell', 'again', 'cream', 'doesn', 'glide', 'on', 'or', 'absorb']"
1031,"['cream', 'for', 'few', 'year', 'and', 'notice', 'this', 'jar']"
1032,"['chemical', 'fishy', 'mold', 'smell', 'again', 'cream']"
1033,"['jar', 'is', 'off', 'petro', 'chemical', 'fishy', 'mold']"
1034,"['ultra', 'repair', 'cream']"
1035,"['reliable', 'le', 'chemical', 'smelling', 'deep', 'moisturizing']"
1036,"['buying', 'the', 'full', 'size', 'unscented', 'ultra', 'repair']"
1037,"['is', 'too', 'much', 'oil']"
1038,"['stay', 'on', 'top', 'of', 'my', 'face']"
1039,"['moving', 'on', 'to', 'more', 'reliable']"
1040,"['hydrating', 'sunscreen', 'that', 'about', 'it', 'farmacy', 'halo', 'honey']"
1041,"['skin', 'feel', 'so', 'dry', 'after', 'using', 'use', 'this']"
1042,"['hydrating', 'at', 'all', 'my', 'skin']"
1043,"['hard', 'to', 'like', 'this', 'it', 'just', 'not', 'hydrating']"
1044,"['honey', 'and', 'dewy', 'skin', 'by']"
1045,"['use', 'this', 'in', 'the', 'morning', 'before', 'using', 'hydrating']"
1046,"['skin', 'by', 'tatcha', 'is', 'soooo', 'much', 'better']"
1047,"['is', 'soooo', 'much', 'better', 'if', 'you', 'have', 'combo']"
1048,"['morning', 'before']"
1049,"['if', 'you', 'have']"
1050,"['very', 'hydrating', 'doesn', 'leave', 'your', 'face', 'sticky']"
1051,"['very', 'hydrating', 'doesn', 'leave', 'your', 'face']"
1052,"['very', 'hydrating']"
1053,"['hydrating', 'doesn', 'leave', 'your']"
1054,"['use', 'it', 'on', 'my', 'dry', 'leg', 'a']"
1055,"['sticky', 'still', 'love', 'the', 'water']"
1056,"['love', 'the', 'water', 'bank']"
1057,"['your', 'face']"
1058,"['tatcha', 'more', 'but', 'it', 'sooo', 'expensive', 'but']"
1059,"['that', 'this', 'is', 'my', 'go', 'to', 'also', 'use']"
1060,"['use', 'an', 'oil', 'based', 'primer', 'before', 'my', 'foundation']"
1061,"['dry', 'skin', 'and', 'experience', 'hormonal', 'acne']"
1062,"['stress', 'free', 'moisturizer']"
1063,"['piling', 'but', 'wait', 'for', 'my', 'moisturizer', 'to', 'dry']"
1064,"['makeup', 'after', 'using', 'this', 'due', 'to', 'piling']"
1065,"['moisturizers', 'saw', 'someone', 'say', 'to', 'not', 'apply', 'makeup']"
1066,"['bad', 'but', 'can', 'smell', 'this', 'product']"
1067,"['think', 'of', 'this', 'a', 'stress', 'free']"
1068,"['it', 'more', 'lasting', 'that', 'other']"
1069,"['am', '26', 'year']"
1070,"['smell', 'and', 'feel', 'very', 'tacky', 'on', 'the', 'skin']"
1071,"['very', 'tacky', 'on', 'the', 'skin', 'definitely', 'not', 'worth']"
1072,"['the', 'skin', 'definitely', 'not', 'worth', 'the', 'price']"
1073,"['and', 'feel', 'very', 'tacky', 'on', 'the', 'skin']"
1074,"['awful', 'smell']"
1075,"['definitely', 'not', 'worth', 'the', 'price']"
1076,"['the', 'skin']"
1077,"['the', 'price']"
1078,"['feel', 'very']"
1079,"['on', 'the']"
1080,"['spent', '46', 'on', 'hand', 'cream', 'but', 'honestly', 'it']"
1081,"['hand', 'cream', 'but', 'honestly', 'it', 'worth']"
1082,"['46', 'on', 'hand', 'cream', 'but', 'honestly', 'it', 'worth']"
1083,"['last', 'forever', 'and', 'this', 'is', 'the', 'only', 'cream']"
1084,"['cream', 've', 'encountered', 'that', 'tackle', 'my', 'intensely', 'dry']"
1085,"['it', 'worth', 'it', 'this', 'bottle', 'will', 'last', 'forever']"
1086,"['dry', 'hand', 'in', 'winter']"
1087,"['on', 'hand']"
1088,"['believe', 'spent']"
1089,"['the', 'only']"
1090,"['squeeze', 'tube', 'however', 'it', 'arrived', 'with', 'two', 'tub']"
1091,"['away', 'kit', 'because', 'it', 'showed', 'squeeze', 'tube', 'however']"
1092,"['it', 'arrived', 'with', 'two', 'tub', 'even', 'the', 'travel']"
1093,"['because', 'it', 'showed', 'squeeze', 'tube', 'however', 'it', 'arrived']"
1094,"['tube', 'that', 'do', 'not', 'require', 'you']"
1095,"['purchased', 'if', 'knew', 'it', 'wa', 'tub', 'instead', 'of']"
1096,"['home', 'and', 'away', 'kit', 'because']"
1097,"['the', 'travel', 'size', 'is']"
1098,"['your', 'hand', 'in', 'to', 'get', 'the', 'product']"
1099,"['feel', 'unsanitary', 'and', 'messy']"
1100,"['product', 'must', 'try', 'if', 'you', 've', 'dry', 'skin']"
1101,"['keep', 'my', 'skin', 'moisturized', 'for', 'the', 'whole', 'day']"
1102,"['ve', 'dry', 'skin', 'keep', 'my', 'skin', 'moisturized']"
1103,"['try', 'if', 'you', 've', 'dry', 'skin', 'keep', 'my']"
1104,"['my', 'skin', 'moisturized', 'for', 'the', 'whole']"
1105,"['love', 'this', 'product', 'must', 'try', 'if', 'you']"
1106,"['if', 'you', 've', 'dry', 'skin']"
1107,"['you', 've', 'dry', 'skin', 'keep', 'my']"
1108,"['moisturized', 'for', 'the']"
1109,"['love', 'this', 'product']"
1110,"['hype', 'use', 'it', 'a', 'my', 'night', 'cream']"
1111,"['cream', 'on', 'my', 'extremely']"
1112,"['feeling', 'buttery', 'and', 'soft', 'the', 'texture']"
1113,"['extremely', 'sensitive', 'skin', 'and', 'wake']"
1114,"['is', 'perfect', 'not', 'too', 'thick', 'and', 'not', 'to']"
1115,"['this', 'stuff', 'is', 'magic', 'and', 'worth']"
1116,"['thin', 'will', 'repurchase', 'again', 'and']"
1117,"['skin', 'and']"
1118,"['use', 'it']"
1119,"['up', 'to', 'it']"
1120,"['moisturizing', 'great', 'for', 'dry', 'sensitive', 'winter', 'skin', 'but']"
1121,"['moisturizing', 'great']"
1122,"['can', 'use', 'sunscreen', 'or', 'makeup', 'above', 'without', 'it']"
1123,"['sensitive', 'winter', 'skin', 'but', 'it', 'pill']"
1124,"['winter', 'skin', 'but', 'it']"
1125,"['skin', 'but', 'it', 'pill', 'over', 'and']"
1126,"['to', 'stay', 'moisturized', 'and', 'you']"
1127,"['peeling', 'all', 'over', 'great', 'if', 'you', 'need']"
1128,"['serum', 'or', 'hyaluronic', 'acid', 'can']"
1129,"['under', 'anything', 'and', 'everything']"
1130,"['unsure', 'if', 'this', 'wa', 'mistake', 'on', 'sephora', 'end']"
1131,"['tube', 'but', 'rather', 'two', 'pot', 'love', 'this', 'moisturizer']"
1132,"['wa', 'not', 'these', 'two', 'tube', 'but']"
1133,"['the', 'product', 'received', 'wa', 'not', 'these', 'two']"
1134,"['moisturizer', 'but', 'wanted', 'to', 'switch', 'over', 'to', 'the']"
1135,"['end', 'or', 'not', 'but', 'the', 'product']"
1136,"['the', 'product', 'but', 'definitely', 'wish', 'knew', 'this', 'before']"
1137,"['but', 'rather', 'two']"
1138,"['end', 'up', 'scraping', 'it', 'into', 'travel', 'tube']"
1139,"['since', 'there', 'is', 'le', 'chance', 'of', 'contamination']"
1140,"['have', 'perpetually', 'struggled', 'with', 'acne']"
1141,"['finding', 'moisturizer', 'that', 'doesn', 'break', 'me', 'out']"
1142,"['to', 'dry', 'out', 'from', 'the', 'acne', 'product', 'use']"
1143,"['this', 'product', 'it', 'absorbs', 'into', 'the', 'skin', 'very']"
1144,"['of', '29', 'my', 'skin', 'tends', 'to', 'dry', 'out']"
1145,"['of', 'challenge', 'that', 'is', 'until', 'found', 'this', 'product']"
1146,"['soft', 'since', 've', 'been', 'using']"
1147,"['is', 'extremely', 'sensitive']"
1148,"['the', 'age', 'of', '29']"
1149,"['doesn', 'break']"
1150,"['definitely', 'do', 'not', 'use', 'while', 'in', 'tretinoid', 'treatment']"
1151,"['tretinoid', 'treatment', 'it', 'would', 'make', 'your', 'face', 'burn']"
1152,"['in', 'tretinoid', 'treatment', 'it', 'would', 'make', 'your', 'face']"
1153,"['while', 'in', 'tretinoid', 'treatment', 'it', 'would', 'make', 'your']"
1154,"['tretinoid', 'treatment']"
1155,"['face', 'burn', 'over', 'all', 'good', 'moisturizer', 'for', 'face']"
1156,"['moisturizer', 'for']"
1157,"['for', 'face', 'and', 'body']"
1158,"['not', 'use']"
1159,"['definitely', 'do']"
1160,"['it', 'great', 'product', 'for', 'dry', 'skin', 'recently']"
1161,"['struggling', 'to', 'find', 'best', 'moisturiser']"
1162,"['skin', 'dewy', 'glow']"
1163,"['flaky', 'itchy', 'and', 'red', 'found', 'this', 'product']"
1164,"['skin', 'recently', 'moved', 'to', 'abroad', 'from']"
1165,"['to', 'sephora', 'and', 'bought', 'this', 'thing', 'what', 'magic']"
1166,"['this', 'product', 'on', 'the', 'instagram', 'and', 'wa', 'curious']"
1167,"['quickly', 'absorbs', 'and', 'leaf']"
1168,"['cold', 'winter', 'weather', 'of', 'florida']"
1169,"['abroad', 'from', 'india', 'and']"
1170,"['doesn', 'work', 'for', 'me', 'it', 'irritated', 'my', 'face']"
1171,"['but', 'it', 'doesn', 'work', 'for', 'me', 'it', 'irritated']"
1172,"['it', 'irritated', 'my', 'face', 'and', 'didn', 'feel', 'different']"
1173,"['wrong', 'but', 'it', 'doesn', 'work', 'for', 'me', 'it']"
1174,"['using', 'it', 'wrong', 'but', 'it', 'doesn', 'work', 'for']"
1175,"['it', 'doesn', 'work']"
1176,"['maybe', 'using', 'it', 'wrong']"
1177,"['my', 'face', 'and', 'didn', 'feel', 'different', 'after', 'week']"
1178,"['different', 'after', 'week', 'of', 'use', 'won', 'buy', 'again']"
1179,"['me', 'it']"
1180,"['ruined', 'my', 'skin', 'went', 'from', 'barely', 'having', 'any']"
1181,"['went', 'from', 'barely', 'having', 'any', 'pimple']"
1182,"['acne', 'to', 'having', 'them', 'all', 'over', 'thought', 'it']"
1183,"['pimple', 'acne']"
1184,"['went', 'to', 'so', 'many', 'doctor', 'and', 'received', 'facial']"
1185,"['wa', 'hormone', 'went', 'to', 'so', 'many', 'doctor', 'and']"
1186,"['facial', 'all', 'for', 'it', 'to', 'be', 'this', 'moisturizer']"
1187,"['ruined', 'my']"
1188,"['all', 'over']"
1189,"['it', 'wa']"
1190,"['ha', 'year', 'round', 'dry', 'skin', 'is', 'very', 'sensitive']"
1191,"['skin', 'is', 'very', 'sensitive', 'to', 'product', 'this']"
1192,"['the', 'only', 'moisturizers', 'that', 've', 'tried', 'that']"
1193,"['dry', 'skin']"
1194,"['someone', 'who', 'ha', 'year', 'round', 'dry', 'skin']"
1195,"['blotchy', 'red', 'or', 'burn']"
1196,"['ve', 'tried', 'that', 'hasn', 'made', 'me', 'blotchy']"
1197,"['sensitive', 'to', 'product']"
1198,"['someone', 'who', 'ha', 'year']"
1199,"['this', 'wa', 'one', 'of', 'the', 'only']"
1200,"['thick', 'making', 'my', 'skin']"
1201,"['thick', 'making', 'my', 'skin', 'clog', 'use', 'very', 'lightly']"
1202,"['pill', 'if', 'you', 'try', 'and', 'put', 'any', 'makeup']"
1203,"['any', 'makeup', 'over', 'top', 'of', 'it', 'flaking']"
1204,"['clog', 'use', 'very', 'lightly', 'also', 'pill']"
1205,"['very', 'lightly', 'also']"
1206,"['midday', 'while', 'working', 'from', 'home', 'if', 'need', 'little']"
1207,"['need', 'little']"
1208,"['specific', 'use', 'case']"
1209,"['of', 'it']"
1210,"['dry', 'sensitive', 'and', 'rosacea', 'prone', 'skin', 'this', 'moisturizer']"
1211,"['and', 'rosacea', 'prone', 'skin', 'this', 'moisturizer', 'help']"
1212,"['prone', 'skin', 'this', 'moisturizer', 'help', 'with', 'all', 'of']"
1213,"['using', 'this', 'moisturizer', 'had', 'flakey', 'spot', 'and']"
1214,"['moisturizer', 'help', 'with', 'all', 'of']"
1215,"['spot', 'and', 'dry', 'patch', 'and', 'within', 'week', 'my']"
1216,"['when', 'first', 'started', 'using', 'this', 'moisturizer']"
1217,"['my', 'skin', 'wa', 'alot', 'le']"
1218,"['le', 'dry', 'and', 'smooth', 'month', 'later', 'know', 'never']"
1219,"['never', 'going', 'to', 'use', 'different']"
1220,"['dry', 'skin', 'with', 'lot', 'of', 'redness', 'from', 'rosacea']"
1221,"['rosacea', 'after', 'few', 'day', 'of', 'using', 'this']"
1222,"['felt', 'much', 'more', 'hydrated', 'and', 'my', 'redness', 'ha']"
1223,"['using', 'this', 'my', 'skin', 'felt', 'much', 'more', 'hydrated']"
1224,"['significantly', 'love', 'that', 'it', 'absorbs', 'into', 'my', 'skin']"
1225,"['day', 'of', 'using', 'this', 'my', 'skin', 'felt', 'much']"
1226,"['dry', 'skin', 'with']"
1227,"['redness', 'ha', 'gone', 'down', 'significantly', 'love', 'that', 'it']"
1228,"['skin', 'and', 'isn', 'greasy', 'it', 'win']"
1229,"['after', 'few', 'day', 'of', 'using', 'this']"
1230,"['hyper', 'sensitive', 'skin', 'this', 'cream', 'with', 'colloidal', 'oatmeal']"
1231,"['acne', 'damage', 'have', 'used', 'this', 'product', 'for']"
1232,"['this', 'cream', 'for', 'up', 'to', '48', 'hour']"
1233,"['this', 'cream', 'can', 'be', 'little', 'thick', 'and', 'heavy']"
1234,"['to', '48', 'hour', 've', 'experienced', 'significantly', 'le', 'breakout']"
1235,"['lighter', 'application', 'my', 'skin', 'can', 'stay', 'hydrated']"
1236,"['longterm', 'result', 'love', 'it']"
1237,"['night', 'or', 'when', 'my', 'face']"
1238,"['no', 'fragrance', 'and', 'it', 'doe', 'not', 'feel']"
1239,"['thick', 'and', 'heavy', 'in', 'application', 'if', 'you', 'use']"
1240,"['this', 'is', 'it', 'the', 'best', 'moisturizer']"
1241,"['moisturizer', 'ever', 'there', 'is', 'no', 'product', 'use']"
1242,"['oily', 'acne', 'prone', 'skin', 'but', 'this', 'doesn', 'break']"
1243,"['skin', 'used', 'to', 'use', 'it', 'only', 'at', 'night']"
1244,"['use', 'more', 'voraciously', 'than', 'this', 'one', 'have', 'oily']"
1245,"['there', 'is', 'no', 'product', 'use', 'more', 'voraciously', 'than']"
1246,"['just', 'feel', 'so', 'amazing', 'on', 'the', 'skin']"
1247,"['me', 'out', 'it', 'pretty', 'thick', 'but', 'just', 'feel']"
1248,"['silicone', 'spatula', 'to', 'get']"
1249,"['out', 'of', 'the', 'pot']"
1250,"['is', 'great', 'every', 'day', 'moisturizer', 've', 'already', 'ordered']"
1251,"['this', 'is', 'great', 'every', 'day', 'moisturizer']"
1252,"['moisturizer', 've']"
1253,"['heavy', 'or', 'too', 'thin', 'easy', 'to', 'apply']"
1254,"['residue', 'or', 'unpleasant', 'scent']"
1255,"['absorbs', 'quickly', 'and', 'doe']"
1256,"['ordered', 'more', 'than']"
1257,"['more', 'than', 'once', 'it']"
1258,"['pricy', 'but', 'worth']"
1259,"['this', 'is']"
1260,"['away', 'kit', 'doesn', 'come', 'in', 'the', 'container', 'pictured']"
1261,"['home', 'and', 'travel', 'size', 'container', 'are', 'the', 'tub']"
1262,"['the', 'container', 'pictured', 'both', 'home', 'and']"
1263,"['this', 'moisturizer', 'lot', 'but', 'the', 'home', 'and']"
1264,"['come', 'in', 'the', 'container']"
1265,"['the', 'squeeze', 'type', 'packaging', 'since', 'it', 'more', 'sanitary']"
1266,"['home', 'and', 'away', 'kit', 'for', 'the', 'squeeze']"
1267,"['wa', 'the', 'packaging', 'literally', 'bought', 'the', 'home']"
1268,"['you', 'have', 'to', 'put', 'your', 'hand', 'in', 'each']"
1269,"['and', 'travel']"
1270,"['nourishing', 'and', 'non', 'irritating', 'such', 'an', 'amazing', 'find']"
1271,"['affordable', 'that', 'the', 'expensive', 'night', 'cream', 'wa', 'using']"
1272,"['night', 'cream']"
1273,"['amazingly', 'nourishing', 'and']"
1274,"['cream', 'wa', 'using']"
1275,"['amazing', 'find', 'that', 'is', 'load', 'more', 'affordable']"
1276,"['irritating', 'such', 'an', 'amazing']"
1277,"['is', 'load', 'more']"
1278,"['an', 'amazing']"
1279,"['find', 'that']"
1280,"['truly', 'the', 'ultimate', 'skin', 'sensitive', 'moisturizer']"
1281,"['used', 'this', 'a', 'my', 'face', 'moisturizer', 'for', 'five']"
1282,"['face', 'moisturizer', 'for']"
1283,"['moisturizer', 'for', 'five', 'year', 'and']"
1284,"['just', 'save', 'it', 'for', 'dry', 'hand', 'elbow', 'etc']"
1285,"['is', 'too', 'hydrating', 'for', 'my', 'combination', 'skin']"
1286,"['reliable', 'product']"
1287,"['elbow', 'etc', 'truly', 'the', 'ultimate', 'skin']"
1288,"['skin', 'now', 'no', 'worry', 'though', 'now', 'just', 'save']"
1289,"['ve', 'ever']"
1290,"['my', 'hand', 'and', 'it', 'just', 'miracle', 'cream']"
1291,"['cerave', 'cetaphil', 'absolutely', 'nothing', 'ha', 'helped', 'my', 'extreme']"
1292,"['eucerin', 'vaseline', 'mustela', 'wedela']"
1293,"['extreme', 'pain', 'dryness', 'and', 'itch', 'to', 'go', 'away']"
1294,"['have', 'needed', 'actually', 'bought', 'the', 'mango', 'and', 'grapefruit']"
1295,"['my', 'skin', 'isn', 'splitting']"
1296,"['bought', 'more', 'last', 'week', 'and', 'my', 'hand', 'are']"
1297,"['please', 'don', 'ever', 'discontinue', 'this', 'work', '100']"
1298,"['fab', 'ultra', 'repair']"
1299,"['are', 'about', '80', 'better', 'haven', 'felt', 'the', 'burn']"
1300,"['love', 'this', 'product', 'for', 'my', 'leg', 'and', 'foot']"
1301,"['love', 'this', 'product', 'for', 'my', 'leg', 'and']"
1302,"['product', 'for', 'my', 'leg', 'and', 'foot', 've', 'been']"
1303,"['my', 'leg', 'and', 'foot', 've', 'been', 'using', 'it']"
1304,"['foot', 've', 'been', 'using', 'it', 'for', 'few']"
1305,"['love', 'this', 'product']"
1306,"['leg', 'and', 'foot']"
1307,"['been', 'using', 'it', 'for', 'few', 'year']"
1308,"['live', 'without', 'it']"
1309,"['for', 'my']"
1310,"['absolutely', 'love', 'this', 'moisturizer', 'have', 'been', 'using']"
1311,"['this', 'moisturizer', 'have', 'been', 'using', 'this', 'for', 'about']"
1312,"['doesn', 'leave', 'heavy', 'greasy', 'feeling', 'on', 'my', 'face']"
1313,"['smooth', 'it', 'absorbs', 'fast', 'into', 'the', 'skin', 'and']"
1314,"['people', 'saying', 'my', 'face', 'look', 'so', 'radiant', 'and']"
1315,"['using', 'this', 'for', 'about', 'week']"
1316,"['day', 'morning', 'after', 'shower', 'and', 'already', 'getting']"
1317,"['about', 'week', 'first', 'time', 'purchase', 'applying', 'twice', 'day']"
1318,"['absolutely', 'love']"
1319,"['so', 'many']"
1320,"['ha', 've', 'never', 'felt', 'so', 'insecure', 'it']"
1321,"['not', 'good', 'because', 'my', 'face', 'usually', 'burn', 'lot']"
1322,"['worked', 'wonder', 'on', 'my', 'girlfriend', 'face', 'she', 'love']"
1323,"['dot', 'to', 'my', 'recent', 'abnormal', 'breakout', 'give']"
1324,"['sad', 'to', 'say', 'that', 'it', 'made', 'me', 'break']"
1325,"['love', 'it', 'and', 'it', 'is', 'helping', 'her', 'dryness']"
1326,"['it', 'two', 'star', 'because', 'my', 'worked', 'wonder', 'on']"
1327,"['to', 'realize', 'that', 'the', 'burning', 'wa', 'feeling']"
1328,"['is', '20', 'day', 'into', 'use', 'it']"
1329,"['never', 'stopped']"
1330,"['moisturized', 'face', 'but', 'the', 'number', 'one', 'problem']"
1331,"['like', 'my', 'face', 'is', 'moisturized', 'and', 'give']"
1332,"['can', 'wear', 'make', 'up', 'or', 'lightweight', 'sunscreen', 'without']"
